scc_size,number_of_edges_inside_scc,number_of_edges_to_other_sccs,scc_largest_path_sum,scc_longest_dfs_path,outdegree_inside_scc,outdegree_outside_scc,indegree_inside_scc,longest_path_using_dfs_paths,first_dfs_path_used,longest_path
8,14,2,9,8,1,0,2,8,7,8
8,14,3,9,8,1,0,2,8,7,8
9,17,1,10,8,1,0,2,8,7,8
9,17,2,10,8,1,0,2,8,7,8
9,17,2,10,8,1,0,2,8,7,8
9,17,3,10,8,1,0,2,8,7,8
8,14,1,9,7,1,0,2,6,5,6
8,14,2,9,7,1,0,2,6,5,6
9,17,1,10,7,1,0,2,6,5,6
9,17,2,10,7,1,0,2,6,5,6
9,18,1,10,8,1,0,3,8,7,8
9,18,2,10,8,1,0,3,8,7,8
9,18,2,10,8,1,0,3,8,7,8
9,18,3,10,8,1,0,3,8,7,8
10,21,1,11,8,1,0,3,8,7,8
10,21,2,11,8,1,0,3,8,7,8
10,21,2,11,8,1,0,3,8,7,8
10,21,3,11,8,1,0,3,8,7,8
6,9,2,8,6,1,0,1,7,5,7
6,9,3,9,6,1,0,1,8,5,8
7,11,2,9,6,1,0,1,7,5,7
7,11,3,10,6,1,0,1,8,5,8
8,14,2,10,7,1,0,2,9,7,9
8,14,3,11,7,1,0,2,10,7,10
8,14,3,10,7,1,0,2,9,7,9
8,14,4,11,7,1,0,2,10,7,10
7,12,2,9,6,1,0,2,7,5,7
7,12,3,10,6,1,0,2,8,5,8
8,14,2,10,6,1,0,2,7,5,7
8,14,3,11,6,1,0,2,8,5,8
8,16,2,10,7,1,0,3,9,7,9
8,16,3,11,7,1,0,3,10,7,10
8,16,3,10,7,1,0,3,9,7,9
8,16,4,11,7,1,0,3,10,7,10
9,18,2,11,7,1,0,3,9,7,9
9,18,3,12,7,1,0,3,10,7,10
9,18,3,11,7,1,0,3,9,7,9
9,18,4,12,7,1,0,3,10,7,10
7,11,2,9,7,1,0,1,7,5,7
7,11,3,10,7,1,0,1,8,5,8
8,14,2,10,7,1,0,1,7,5,7
8,14,3,11,7,1,0,1,8,5,8
8,14,2,10,8,1,0,2,9,7,9
8,14,3,11,8,1,0,2,10,7,10
8,14,3,10,8,1,0,2,9,7,9
8,14,4,11,8,1,0,2,10,7,10
9,17,2,11,8,1,0,2,9,7,9
9,17,3,12,8,1,0,2,10,7,10
9,17,3,11,8,1,0,2,9,7,9
9,17,4,12,8,1,0,2,10,7,10
8,14,2,10,7,1,0,2,7,5,7
8,14,3,11,7,1,0,2,8,5,8
9,17,2,11,7,1,0,2,7,5,7
9,17,3,12,7,1,0,2,8,5,8
9,18,2,11,8,1,0,3,9,7,9
9,18,3,12,8,1,0,3,10,7,10
9,18,3,11,8,1,0,3,9,7,9
9,18,4,12,8,1,0,3,10,7,10
10,21,2,12,8,1,0,3,9,7,9
10,21,3,13,8,1,0,3,10,7,10
10,21,3,12,8,1,0,3,9,7,9
10,21,4,13,8,1,0,3,10,7,10
1,0,1,7,1,0,1,0,6,1,6
1,0,1,7,1,0,1,0,6,1,6
1,0,1,8,1,0,1,0,6,1,6
1,0,1,8,1,0,1,0,6,1,6
7,12,1,8,7,1,0,1,7,7,7
7,12,2,8,7,1,0,1,7,7,7
8,14,1,9,8,1,0,1,7,7,7
8,14,2,9,8,1,0,1,7,7,7
8,14,2,9,8,1,0,1,8,7,8
8,14,3,9,8,1,0,1,8,7,8
7,12,1,8,6,1,0,1,6,5,6
7,12,2,8,6,1,0,1,6,5,6
8,14,1,9,6,1,0,1,6,5,6
8,14,2,9,6,1,0,1,6,5,6
8,16,1,9,8,1,0,2,8,8,8
8,16,2,9,8,1,0,2,8,8,8
8,16,2,9,8,1,0,2,8,7,8
8,16,3,9,8,1,0,2,8,7,8
9,18,1,10,8,1,0,2,8,8,8
9,18,2,10,8,1,0,2,8,8,8
9,18,2,10,8,1,0,2,8,7,8
9,18,3,10,8,1,0,2,8,7,8
1,0,1,8,1,0,1,0,6,1,6
1,0,1,8,1,0,1,0,6,1,6
1,0,1,9,1,0,1,0,6,1,6
1,0,1,9,1,0,1,0,6,1,6
8,14,1,9,7,1,0,1,7,7,7
8,14,2,9,7,1,0,1,7,7,7
8,14,2,9,7,1,0,1,8,7,8
8,14,3,9,7,1,0,1,8,7,8
9,17,1,10,9,1,0,1,7,7,8
9,17,2,10,9,1,0,1,7,7,8
9,17,2,10,9,1,0,1,8,7,8
9,17,3,10,9,1,0,1,8,7,8
8,14,1,9,7,1,0,1,6,5,6
8,14,2,9,7,1,0,1,6,5,6
9,17,1,10,7,1,0,1,6,5,6
9,17,2,10,7,1,0,1,6,5,6
9,18,1,10,9,1,0,2,9,9,9
9,18,2,10,9,1,0,2,9,9,9
9,18,2,10,9,1,0,2,9,9,9
9,18,3,10,9,1,0,2,9,9,9
10,21,1,11,10,1,0,2,10,10,10
10,21,2,11,10,1,0,2,10,10,10
10,21,2,11,10,1,0,2,10,10,10
10,21,3,11,10,1,0,2,10,10,10
1,0,1,8,1,0,1,0,7,1,7
1,0,1,9,1,0,1,0,8,1,8
1,0,1,9,1,0,1,0,7,1,7
1,0,1,10,1,0,1,0,8,1,8
7,12,1,9,7,1,0,1,7,5,7
7,12,2,10,7,1,0,1,8,5,8
7,12,2,9,7,1,0,1,8,7,8
7,12,3,10,7,1,0,1,8,5,8
8,14,1,10,8,1,0,1,7,5,7
8,14,2,11,8,1,0,1,8,5,8
8,14,2,10,8,1,0,1,8,7,8
8,14,3,11,8,1,0,1,8,5,8
7,12,1,9,6,1,0,1,7,5,7
7,12,2,10,6,1,0,1,8,5,8
8,14,1,10,6,1,0,1,7,5,7
8,14,2,11,6,1,0,1,8,5,8
8,16,1,10,8,1,0,2,8,8,8
8,16,2,11,8,1,0,2,8,5,8
8,16,2,10,8,1,0,2,8,7,8
8,16,3,11,8,1,0,2,8,5,8
9,18,1,11,8,1,0,2,8,8,8
9,18,2,12,8,1,0,2,8,5,8
9,18,2,11,8,1,0,2,8,7,8
9,18,3,12,8,1,0,2,8,5,8
1,0,1,9,1,0,1,0,7,1,7
1,0,1,10,1,0,1,0,8,1,8
1,0,1,10,1,0,1,0,7,1,7
1,0,1,11,1,0,1,0,8,1,8
8,14,1,10,7,1,0,1,7,5,7
8,14,2,11,7,1,0,1,8,5,8
8,14,2,10,7,1,0,1,8,7,8
8,14,3,11,7,1,0,1,8,5,8
9,17,1,11,9,1,0,1,7,5,8
9,17,2,12,9,1,0,1,8,5,8
9,17,2,11,9,1,0,1,8,7,8
9,17,3,12,9,1,0,1,8,5,8
8,14,1,10,7,1,0,1,7,5,7
8,14,2,11,7,1,0,1,8,5,8
9,17,1,11,7,1,0,1,7,5,7
9,17,2,12,7,1,0,1,8,5,8
9,18,1,11,9,1,0,2,9,9,9
9,18,2,12,9,1,0,2,9,9,9
9,18,2,11,9,1,0,2,9,9,9
9,18,3,12,9,1,0,2,9,9,9
10,21,1,12,10,1,0,2,10,10,10
10,21,2,13,10,1,0,2,10,10,10
10,21,2,12,10,1,0,2,10,10,10
10,21,3,13,10,1,0,2,10,10,10
7,11,1,8,7,1,0,1,6,5,6
7,11,2,8,7,1,0,1,6,5,6
8,13,1,9,7,1,0,1,6,5,6
8,13,2,9,7,1,0,1,6,5,6
8,15,1,9,8,1,0,2,6,5,8
8,15,2,9,8,1,0,2,6,5,8
8,15,2,9,8,1,0,2,6,5,8
8,15,3,9,8,1,0,2,6,5,8
9,17,1,10,8,1,0,2,6,5,8
9,17,2,10,8,1,0,2,6,5,8
9,17,2,10,8,1,0,2,6,5,8
9,17,3,10,8,1,0,2,6,5,8
8,14,1,9,7,1,0,2,6,5,6
8,14,2,9,7,1,0,2,6,5,6
9,16,1,10,7,1,0,2,6,5,6
9,16,2,10,7,1,0,2,6,5,6
9,19,1,10,8,1,0,3,8,8,8
9,19,2,10,8,1,0,3,8,8,8
9,19,2,10,8,1,0,3,8,8,8
9,19,3,10,8,1,0,3,8,8,8
10,21,1,11,9,1,0,3,8,8,8
10,21,2,11,9,1,0,3,8,8,8
10,21,2,11,9,1,0,3,8,8,8
10,21,3,11,9,1,0,3,8,8,8
8,13,1,9,7,1,0,1,6,5,6
8,13,2,9,7,1,0,1,6,5,6
9,16,1,10,7,1,0,1,6,5,6
9,16,2,10,7,1,0,1,6,5,6
9,17,1,10,8,1,0,2,6,5,8
9,17,2,10,8,1,0,2,6,5,8
9,17,2,10,8,1,0,2,6,5,8
9,17,3,10,8,1,0,2,6,5,8
10,20,1,11,10,1,0,2,6,5,8
10,20,2,11,10,1,0,2,6,5,8
10,20,2,11,10,1,0,2,6,5,8
10,20,3,11,10,1,0,2,6,5,8
9,16,1,10,7,1,0,2,6,5,6
9,16,2,10,7,1,0,2,6,5,6
10,19,1,11,7,1,0,2,6,5,6
10,19,2,11,7,1,0,2,6,5,6
10,21,1,11,9,1,0,3,9,9,9
10,21,2,11,9,1,0,3,9,9,9
10,21,2,11,9,1,0,3,9,9,9
10,21,3,11,9,1,0,3,9,9,9
11,24,1,12,10,1,0,3,10,10,10
11,24,2,12,10,1,0,3,10,10,10
11,24,2,12,10,1,0,3,10,10,10
11,24,3,12,10,1,0,3,10,10,10
7,11,2,9,7,1,0,1,7,5,7
7,11,3,10,7,1,0,1,8,5,8
8,13,2,10,7,1,0,1,7,5,7
8,13,3,11,7,1,0,1,8,5,8
8,15,2,10,8,1,0,2,7,5,9
8,15,3,11,8,1,0,2,8,5,10
8,15,3,10,8,1,0,2,7,5,9
8,15,4,11,8,1,0,2,8,5,10
9,17,2,11,8,1,0,2,7,5,9
9,17,3,12,8,1,0,2,8,5,10
9,17,3,11,8,1,0,2,7,5,9
9,17,4,12,8,1,0,2,8,5,10
8,14,2,10,7,1,0,2,7,5,7
8,14,3,11,7,1,0,2,8,5,8
9,16,2,11,7,1,0,2,7,5,7
9,16,3,12,7,1,0,2,8,5,8
9,19,2,11,8,1,0,3,9,8,9
9,19,3,12,8,1,0,3,10,8,10
9,19,3,11,8,1,0,3,9,8,9
9,19,4,12,8,1,0,3,10,8,10
10,21,2,12,9,1,0,3,9,8,9
10,21,3,13,9,1,0,3,10,8,10
10,21,3,12,9,1,0,3,9,8,9
10,21,4,13,9,1,0,3,10,8,10
8,13,2,10,7,1,0,1,7,5,7
8,13,3,11,7,1,0,1,8,5,8
9,16,2,11,7,1,0,1,7,5,7
9,16,3,12,7,1,0,1,8,5,8
9,17,2,11,8,1,0,2,7,5,9
9,17,3,12,8,1,0,2,8,5,10
9,17,3,11,8,1,0,2,7,5,9
9,17,4,12,8,1,0,2,8,5,10
10,20,2,12,10,1,0,2,7,5,9
10,20,3,13,10,1,0,2,8,5,10
10,20,3,12,10,1,0,2,7,5,9
10,20,4,13,10,1,0,2,8,5,10
9,16,2,11,7,1,0,2,7,5,7
9,16,3,12,7,1,0,2,8,5,8
10,19,2,12,7,1,0,2,7,5,7
10,19,3,13,7,1,0,2,8,5,8
10,21,2,12,9,1,0,3,9,8,9
10,21,3,13,9,1,0,3,10,8,10
10,21,3,12,9,1,0,3,9,8,9
10,21,4,13,9,1,0,3,10,8,10
11,24,2,13,10,1,0,3,10,10,10
11,24,3,14,10,1,0,3,10,8,10
11,24,3,13,10,1,0,3,10,10,10
11,24,4,14,10,1,0,3,10,8,10
1,0,1,8,1,0,1,0,7,1,7
1,0,1,8,1,0,1,0,7,1,7
1,0,1,9,1,0,1,0,7,1,7
8,15,1,9,8,1,0,1,8,8,8
9,17,0,9,9,1,0,1,8,8,8
9,17,1,10,9,1,0,1,8,8,8
9,17,1,10,9,1,0,1,9,8,9
9,17,2,10,9,1,0,1,9,8,9
8,15,0,8,7,1,0,1,7,7,7
8,15,1,9,7,1,0,1,7,7,7
9,17,0,9,8,1,0,1,7,7,7
9,17,1,10,8,1,0,1,7,7,7
9,19,1,10,9,1,0,2,9,9,9
9,19,1,10,9,1,0,2,9,8,9
9,19,2,10,9,1,0,2,9,8,9
10,21,0,10,9,1,0,2,9,9,9
10,21,1,11,9,1,0,2,9,9,9
10,21,1,11,9,1,0,2,9,8,9
10,21,2,11,9,1,0,2,9,8,9
1,0,1,9,1,0,1,0,8,1,8
1,0,1,10,1,0,1,0,9,1,9
9,17,0,9,9,1,0,1,8,8,8
9,17,1,10,9,1,0,1,8,8,8
9,17,1,10,9,1,0,1,9,8,9
9,17,2,10,9,1,0,1,9,8,9
10,20,0,10,10,1,0,1,8,8,9
10,20,1,11,10,1,0,1,8,8,9
10,20,1,11,10,1,0,1,9,8,9
10,20,2,11,10,1,0,1,9,8,9
9,17,0,9,8,1,0,1,8,8,8
9,17,1,10,8,1,0,1,8,8,8
10,20,0,10,9,1,0,1,9,9,9
10,20,1,11,9,1,0,1,9,9,9
10,21,1,11,10,1,0,2,10,10,10
10,21,1,11,10,1,0,2,10,10,10
10,21,2,11,10,1,0,2,10,10,10
11,24,1,12,11,1,0,2,11,11,11
11,24,1,12,11,1,0,2,11,11,11
11,24,2,12,11,1,0,2,11,11,11
1,0,1,8,1,0,1,0,7,1,7
1,0,1,9,1,0,1,0,8,1,8
1,0,1,9,1,0,1,0,7,1,7
1,0,1,10,1,0,1,0,8,1,8
8,15,1,9,8,1,0,1,8,8,8
8,15,2,10,8,1,0,1,8,6,8
8,15,3,10,8,1,0,1,9,8,9
9,17,1,10,9,1,0,1,8,8,8
9,17,2,11,9,1,0,1,8,6,8
9,17,2,10,9,1,0,1,9,8,9
9,17,3,11,9,1,0,1,9,8,9
8,15,1,9,7,1,0,1,7,6,7
8,15,2,10,7,1,0,1,8,6,8
9,17,1,10,8,1,0,1,7,6,7
9,17,2,11,8,1,0,1,8,6,8
9,19,1,10,9,1,0,2,9,9,9
9,19,2,11,9,1,0,2,9,9,9
9,19,2,10,9,1,0,2,9,8,9
9,19,3,11,9,1,0,2,9,8,9
10,21,1,11,9,1,0,2,9,9,9
10,21,2,12,9,1,0,2,9,9,9
10,21,2,11,9,1,0,2,9,8,9
10,21,3,12,9,1,0,2,9,8,9
1,0,1,9,1,0,1,0,8,1,8
1,0,1,10,1,0,1,0,8,1,8
1,0,1,10,1,0,1,0,9,1,9
1,0,1,11,1,0,1,0,9,1,9
9,17,1,10,9,1,0,1,8,8,8
9,17,2,11,9,1,0,1,8,6,8
9,17,2,10,9,1,0,1,9,8,9
9,17,3,11,9,1,0,1,9,8,9
10,20,1,11,10,1,0,1,8,8,9
10,20,2,12,10,1,0,1,8,6,9
10,20,2,11,10,1,0,1,9,8,9
10,20,3,12,10,1,0,1,9,8,9
9,17,1,10,8,1,0,1,8,8,8
9,17,2,11,8,1,0,1,8,6,8
10,20,1,11,9,1,0,1,9,9,9
10,20,2,12,9,1,0,1,9,9,9
10,21,1,11,10,1,0,2,10,10,10
10,21,2,12,10,1,0,2,10,10,10
10,21,2,11,10,1,0,2,10,10,10
10,21,3,12,10,1,0,2,10,10,10
11,24,1,12,11,1,0,2,11,11,11
11,24,2,13,11,1,0,2,11,11,11
11,24,2,12,11,1,0,2,11,11,11
11,24,3,13,11,1,0,2,11,11,11
8,14,0,8,8,1,0,1,7,7,7
8,14,1,9,8,1,0,1,7,7,7
9,16,0,9,8,1,0,1,7,7,7
9,16,1,10,8,1,0,1,7,7,7
9,18,0,9,8,1,0,2,8,8,9
9,18,1,10,8,1,0,2,8,8,9
9,18,1,10,8,1,0,2,9,8,9
9,18,2,10,8,1,0,2,9,8,9
10,20,0,10,9,1,0,2,8,8,9
10,20,1,11,9,1,0,2,8,8,9
10,20,1,11,9,1,0,2,9,8,9
10,20,2,11,9,1,0,2,9,8,9
9,17,0,9,8,1,0,2,7,7,7
9,17,1,10,8,1,0,2,7,7,7
10,19,0,10,8,1,0,2,7,7,7
10,19,1,11,8,1,0,2,7,7,7
10,22,0,10,9,1,0,3,9,9,9
10,22,1,11,9,1,0,3,9,9,9
10,22,1,11,9,1,0,3,9,8,9
10,22,2,11,9,1,0,3,9,8,9
11,24,0,11,10,1,0,3,9,9,9
11,24,1,12,10,1,0,3,9,9,9
11,24,1,12,10,1,0,3,9,8,9
11,24,2,12,10,1,0,3,9,8,9
9,16,0,9,9,1,0,1,8,8,8
9,16,1,10,9,1,0,1,8,8,8
10,19,0,10,10,1,0,1,9,9,9
10,19,1,11,10,1,0,1,9,9,9
10,20,0,10,9,1,0,2,8,8,10
10,20,1,11,9,1,0,2,8,8,10
10,20,1,11,9,1,0,2,9,8,10
10,20,2,11,9,1,0,2,9,8,10
11,23,0,11,9,1,0,2,8,8,11
11,23,1,12,9,1,0,2,8,8,11
11,23,1,12,9,1,0,2,9,8,11
11,23,2,12,9,1,0,2,9,8,11
10,19,0,10,9,1,0,2,8,8,8
10,19,1,11,9,1,0,2,8,8,8
11,22,0,11,10,1,0,2,9,9,9
11,22,1,12,10,1,0,2,9,9,9
11,24,0,11,10,1,0,3,10,10,10
11,24,1,12,10,1,0,3,10,10,10
11,24,1,12,10,1,0,3,10,10,10
11,24,2,12,10,1,0,3,10,10,10
12,27,0,12,11,1,0,3,11,11,11
12,27,1,13,11,1,0,3,11,11,11
12,27,1,13,11,1,0,3,11,11,11
12,27,2,13,11,1,0,3,11,11,11
8,14,2,9,8,1,0,1,8,7,8
8,14,3,10,8,1,0,1,9,7,9
9,16,2,10,8,1,0,1,8,7,8
9,16,3,11,8,1,0,1,9,7,9
9,18,2,10,8,1,0,2,8,7,9
9,18,3,11,8,1,0,2,9,7,10
9,18,3,10,8,1,0,2,9,8,9
9,18,4,11,8,1,0,2,9,7,10
10,20,2,11,9,1,0,2,8,7,9
10,20,3,12,9,1,0,2,9,7,10
10,20,3,11,9,1,0,2,9,8,9
10,20,4,12,9,1,0,2,9,7,10
9,17,2,10,8,1,0,2,8,7,8
9,17,3,11,8,1,0,2,9,7,9
10,19,2,11,8,1,0,2,8,7,8
10,19,3,12,8,1,0,2,9,7,9
10,22,2,11,9,1,0,3,10,9,10
10,22,3,12,9,1,0,3,11,9,11
10,22,3,11,9,1,0,3,10,9,10
10,22,4,12,9,1,0,3,11,9,11
11,24,2,12,10,1,0,3,10,9,10
11,24,3,13,10,1,0,3,11,9,11
11,24,3,12,10,1,0,3,10,9,10
11,24,4,13,10,1,0,3,11,9,11
9,16,2,10,9,1,0,1,8,7,8
9,16,3,11,9,1,0,1,9,7,9
10,19,2,11,10,1,0,1,9,9,9
10,19,3,12,10,1,0,1,9,7,9
10,20,2,11,9,1,0,2,8,7,10
10,20,3,12,9,1,0,2,9,7,10
10,20,3,11,9,1,0,2,9,8,10
10,20,4,12,9,1,0,2,9,7,10
11,23,2,12,9,1,0,2,8,7,11
11,23,3,13,9,1,0,2,9,7,11
11,23,3,12,9,1,0,2,9,8,11
11,23,4,13,9,1,0,2,9,7,11
10,19,2,11,9,1,0,2,8,7,8
10,19,3,12,9,1,0,2,9,7,9
11,22,2,12,10,1,0,2,9,9,9
11,22,3,13,10,1,0,2,9,7,9
11,24,2,12,10,1,0,3,10,9,10
11,24,3,13,10,1,0,3,11,9,11
11,24,3,12,10,1,0,3,10,9,10
11,24,4,13,10,1,0,3,11,9,11
12,27,2,13,11,1,0,3,11,11,11
12,27,3,14,11,1,0,3,11,9,11
12,27,3,13,11,1,0,3,11,11,11
12,27,4,14,11,1,0,3,11,9,11
1,0,1,8,1,0,1,0,7,1,7
1,0,1,9,1,0,1,0,7,1,7
1,0,1,9,1,0,1,0,7,1,7
1,0,1,10,1,0,1,0,7,1,7
9,18,0,9,9,1,0,1,8,8,8
9,18,1,10,9,1,0,1,8,8,8
9,18,1,10,9,1,0,1,9,8,9
9,18,2,10,9,1,0,1,9,8,9
10,20,0,10,9,1,0,1,8,8,8
10,20,1,11,9,1,0,1,8,8,8
10,20,1,11,9,1,0,1,9,8,9
10,20,2,11,9,1,0,1,9,8,9
9,17,0,9,7,1,0,1,7,7,7
9,17,1,10,7,1,0,1,7,7,7
10,19,0,10,8,1,0,1,7,7,7
10,19,1,11,8,1,0,1,7,7,7
10,22,0,10,9,1,0,2,8,8,9
10,22,1,11,9,1,0,2,8,8,9
10,22,1,11,9,1,0,2,9,8,9
10,22,2,11,9,1,0,2,9,8,9
11,24,0,11,9,1,0,2,8,8,9
11,24,1,12,9,1,0,2,8,8,9
11,24,1,12,9,1,0,2,9,8,9
11,24,2,12,9,1,0,2,9,8,9
1,0,1,9,1,0,1,0,8,1,8
1,0,1,10,1,0,1,0,8,1,8
1,0,1,10,1,0,1,0,9,1,9
1,0,1,11,1,0,1,0,9,1,9
10,20,0,10,9,1,0,1,8,8,8
10,20,1,11,9,1,0,1,8,8,8
10,20,1,11,9,1,0,1,9,8,9
10,20,2,11,9,1,0,1,9,8,9
11,23,0,11,10,1,0,1,8,8,9
11,23,1,12,10,1,0,1,8,8,9
11,23,1,12,10,1,0,1,9,8,9
11,23,2,12,10,1,0,1,9,8,9
10,19,0,10,8,1,0,1,8,8,8
10,19,1,11,8,1,0,1,8,8,8
11,22,0,11,9,1,0,1,9,9,9
11,22,1,12,9,1,0,1,9,9,9
11,24,0,11,10,1,0,2,8,8,10
11,24,1,12,10,1,0,2,8,8,10
11,24,1,12,10,1,0,2,9,8,10
11,24,2,12,10,1,0,2,9,8,10
12,27,0,12,11,1,0,2,9,9,11
12,27,1,13,11,1,0,2,9,9,11
12,27,1,13,11,1,0,2,9,8,11
12,27,2,13,11,1,0,2,9,8,11
1,0,1,9,1,0,1,0,7,1,7
1,0,1,10,1,0,1,0,8,1,8
1,0,1,10,1,0,1,0,7,1,7
1,0,1,11,1,0,1,0,8,1,8
9,18,1,10,9,1,0,1,8,8,8
9,18,2,11,9,1,0,1,8,6,8
9,18,2,10,9,1,0,1,9,8,9
9,18,3,11,9,1,0,1,9,8,9
10,20,1,11,9,1,0,1,8,8,8
10,20,2,12,9,1,0,1,8,6,8
10,20,2,11,9,1,0,1,9,8,9
10,20,3,12,9,1,0,1,9,8,9
9,17,1,10,7,1,0,1,7,6,7
9,17,2,11,7,1,0,1,8,6,8
10,19,1,11,8,1,0,1,7,6,7
10,19,2,12,8,1,0,1,8,6,8
10,22,1,11,9,1,0,2,8,8,9
10,22,2,12,9,1,0,2,8,6,9
10,22,2,11,9,1,0,2,9,8,9
10,22,3,12,9,1,0,2,9,8,9
11,24,1,12,9,1,0,2,8,8,9
11,24,2,13,9,1,0,2,8,6,9
11,24,2,12,9,1,0,2,9,8,9
11,24,3,13,9,1,0,2,9,8,9
1,0,1,10,1,0,1,0,8,1,8
1,0,1,11,1,0,1,0,8,1,8
1,0,1,11,1,0,1,0,9,1,9
1,0,1,12,1,0,1,0,9,1,9
10,20,1,11,9,1,0,1,8,8,8
10,20,2,12,9,1,0,1,8,6,8
10,20,2,11,9,1,0,1,9,8,9
10,20,3,12,9,1,0,1,9,8,9
11,23,1,12,10,1,0,1,8,8,9
11,23,2,13,10,1,0,1,8,6,9
11,23,2,12,10,1,0,1,9,8,9
11,23,3,13,10,1,0,1,9,8,9
10,19,1,11,8,1,0,1,8,8,8
10,19,2,12,8,1,0,1,8,6,8
11,22,1,12,9,1,0,1,9,9,9
11,22,2,13,9,1,0,1,9,9,9
11,24,1,12,10,1,0,2,8,8,10
11,24,2,13,10,1,0,2,8,6,10
11,24,2,12,10,1,0,2,9,8,10
11,24,3,13,10,1,0,2,9,8,10
12,27,1,13,11,1,0,2,9,9,11
12,27,2,14,11,1,0,2,9,9,11
12,27,2,13,11,1,0,2,9,8,11
12,27,3,14,11,1,0,2,9,8,11
9,16,0,9,8,1,0,1,7,7,7
9,16,1,10,8,1,0,1,7,7,7
10,18,0,10,8,1,0,1,7,7,7
10,18,1,11,8,1,0,1,7,7,7
10,21,0,10,9,1,0,2,8,8,9
10,21,1,11,9,1,0,2,8,8,9
10,21,1,11,9,1,0,2,9,8,9
10,21,2,11,9,1,0,2,9,8,9
11,23,0,11,9,1,0,2,8,8,9
11,23,1,12,9,1,0,2,8,8,9
11,23,1,12,9,1,0,2,9,8,9
11,23,2,12,9,1,0,2,9,8,9
10,19,0,10,8,1,0,2,7,7,7
10,19,1,11,8,1,0,2,7,7,7
11,21,0,11,8,1,0,2,7,7,7
11,21,1,12,8,1,0,2,7,7,7
11,25,0,11,9,1,0,3,8,8,9
11,25,1,12,9,1,0,3,8,8,9
11,25,1,12,9,1,0,3,9,8,9
11,25,2,12,9,1,0,3,9,8,9
12,27,0,12,9,1,0,3,8,8,9
12,27,1,13,9,1,0,3,8,8,9
12,27,1,13,9,1,0,3,9,8,9
12,27,2,13,9,1,0,3,9,8,9
10,18,0,10,9,1,0,1,8,8,8
10,18,1,11,9,1,0,1,8,8,8
11,21,0,11,10,1,0,1,9,9,9
11,21,1,12,10,1,0,1,9,9,9
11,23,0,11,9,1,0,2,8,8,10
11,23,1,12,9,1,0,2,8,8,10
11,23,1,12,9,1,0,2,9,8,10
11,23,2,12,9,1,0,2,9,8,10
12,26,0,12,9,1,0,2,8,8,11
12,26,1,13,9,1,0,2,8,8,11
12,26,1,13,9,1,0,2,9,8,11
12,26,2,13,9,1,0,2,9,8,11
11,21,0,11,9,1,0,2,8,8,8
11,21,1,12,9,1,0,2,8,8,8
12,24,0,12,10,1,0,2,9,9,9
12,24,1,13,10,1,0,2,9,9,9
12,27,0,12,10,1,0,3,8,8,10
12,27,1,13,10,1,0,3,8,8,10
12,27,1,13,10,1,0,3,9,8,10
12,27,2,13,10,1,0,3,9,8,10
13,30,0,13,11,1,0,3,9,9,11
13,30,1,14,11,1,0,3,9,9,11
13,30,1,14,11,1,0,3,9,8,11
13,30,2,14,11,1,0,3,9,8,11
9,16,2,10,8,1,0,1,8,7,8
9,16,3,11,8,1,0,1,9,7,9
10,18,2,11,8,1,0,1,8,7,8
10,18,3,12,8,1,0,1,9,7,9
10,21,2,11,9,1,0,2,8,7,9
10,21,3,12,9,1,0,2,9,7,10
10,21,3,11,9,1,0,2,9,8,9
10,21,4,12,9,1,0,2,9,7,10
11,23,2,12,9,1,0,2,8,7,9
11,23,3,13,9,1,0,2,9,7,10
11,23,3,12,9,1,0,2,9,8,9
11,23,4,13,9,1,0,2,9,7,10
10,19,2,11,8,1,0,2,8,7,8
10,19,3,12,8,1,0,2,9,7,9
11,21,2,12,8,1,0,2,8,7,8
11,21,3,13,8,1,0,2,9,7,9
11,25,2,12,9,1,0,3,8,7,10
11,25,3,13,9,1,0,3,9,7,11
11,25,3,12,9,1,0,3,9,8,10
11,25,4,13,9,1,0,3,9,7,11
12,27,2,13,9,1,0,3,8,7,10
12,27,3,14,9,1,0,3,9,7,11
12,27,3,13,9,1,0,3,9,8,10
12,27,4,14,9,1,0,3,9,7,11
10,18,2,11,9,1,0,1,8,7,8
10,18,3,12,9,1,0,1,9,7,9
11,21,2,12,10,1,0,1,9,9,9
11,21,3,13,10,1,0,1,9,7,9
11,23,2,12,9,1,0,2,8,7,10
11,23,3,13,9,1,0,2,9,7,10
11,23,3,12,9,1,0,2,9,8,10
11,23,4,13,9,1,0,2,9,7,10
12,26,2,13,9,1,0,2,8,7,11
12,26,3,14,9,1,0,2,9,7,11
12,26,3,13,9,1,0,2,9,8,11
12,26,4,14,9,1,0,2,9,7,11
11,21,2,12,9,1,0,2,8,7,8
11,21,3,13,9,1,0,2,9,7,9
12,24,2,13,10,1,0,2,9,9,9
12,24,3,14,10,1,0,2,9,7,9
12,27,2,13,10,1,0,3,8,7,10
12,27,3,14,10,1,0,3,9,7,11
12,27,3,13,10,1,0,3,9,8,10
12,27,4,14,10,1,0,3,9,7,11
13,30,2,14,11,1,0,3,9,9,11
13,30,3,15,11,1,0,3,9,7,11
13,30,3,14,11,1,0,3,9,8,11
13,30,4,15,11,1,0,3,9,7,11
6,9,1,7,6,1,0,2,6,5,6
7,11,0,7,6,1,0,2,6,6,6
7,11,1,8,6,1,0,2,6,5,6
7,13,0,7,6,1,0,3,6,6,6
7,13,1,8,6,1,0,3,6,5,6
