scc_size,number_of_edges_inside_scc,number_of_edges_to_other_sccs,scc_largest_path_sum,scc_longest_dfs_path,outdegree_inside_scc,outdegree_outside_scc,indegree_inside_scc,longest_path_using_dfs_paths,first_dfs_path_used,longest_path
1,0,1,183,1,0,1,0,183,1,181
1,0,1,16,1,0,1,0,16,1,15
1,0,1,117,1,0,1,0,117,1,115
1,0,1,186,1,0,1,0,186,1,184
1,0,1,54,1,0,1,0,54,1,53
1,0,1,128,1,0,1,0,128,1,127
10,23,0,10,10,3,0,2,7,7,9
1,0,1,35,1,0,1,0,35,1,34
11,110,12,18,11,10,1,10,12,5,16
8,14,1,9,8,2,0,2,7,6,7
72,5112,73,86,72,71,1,71,38,24,84
10,21,1,11,9,1,0,1,9,9,9
9,21,2,10,9,1,0,4,9,9,9
75,5550,76,109,75,74,1,74,92,58,107
1,0,1,46,1,0,1,0,46,1,44
8,15,2,10,7,1,0,1,8,6,8
12,30,5,14,12,2,0,3,11,9,14
9,15,5,10,9,1,0,1,9,8,9
1,0,1,5,1,0,1,0,5,1,4
12,32,1,13,12,2,0,3,11,11,12
1,0,1,62,1,0,1,0,62,1,61
10,22,3,11,10,1,0,4,9,8,10
1,0,1,121,1,0,1,0,121,1,119
7,11,7,9,6,1,0,2,7,6,7
1,0,1,143,1,0,1,0,143,1,141
11,25,2,12,9,3,0,4,7,6,9
1,0,1,2,1,0,1,0,2,1,1
1,0,1,16,1,0,1,0,16,1,15
1,0,1,79,1,0,1,0,79,1,78
1,0,1,131,1,0,1,0,131,1,129
8,13,2,9,8,1,0,1,8,8,8
12,25,3,13,11,2,0,2,8,8,10
1,0,1,267,1,0,1,0,267,1,265
10,23,4,12,9,2,0,2,9,8,12
116,13340,117,138,116,115,1,115,85,63,136
9,17,2,10,9,3,0,2,6,6,9
9,19,2,10,9,2,0,2,8,7,8
10,21,4,11,10,2,0,3,10,9,10
71,4970,72,95,71,70,1,70,93,69,93
1,0,1,198,1,0,1,0,198,1,196
9,17,2,10,8,3,0,1,7,7,9
11,23,1,12,11,3,0,2,9,9,10
1,0,1,113,1,0,1,0,113,1,112
96,9120,97,123,96,95,1,95,111,84,121
1,0,1,31,1,0,1,0,31,1,30
1,0,1,25,1,0,1,0,25,1,24
1,0,1,7,1,0,1,0,7,1,6
13,29,5,15,12,3,0,4,8,6,13
11,29,2,12,11,2,0,3,11,10,11
11,27,1,12,10,1,0,3,10,9,11
39,1482,40,136,39,38,1,38,133,36,134
1,0,1,100,1,0,1,0,100,1,98
12,29,2,13,11,2,0,3,11,11,11
12,28,0,12,11,2,0,4,10,10,12
1,0,1,59,1,0,1,0,59,1,58
11,23,1,13,11,1,0,2,10,10,10
7,12,7,10,7,1,0,3,9,6,9
1,0,1,35,1,0,1,0,35,1,34
12,32,2,13,12,3,0,3,6,6,13
1,0,1,84,1,0,1,0,84,1,82
8,15,2,9,8,2,0,3,8,7,8
10,21,1,11,10,3,0,2,9,9,9
12,24,0,12,11,3,0,3,6,6,12
1,0,1,33,1,0,1,0,33,1,32
101,10100,102,240,101,100,1,100,234,95,238
1,0,1,45,1,0,1,0,45,1,44
7,14,1,8,7,2,0,2,7,6,7
103,10506,104,154,103,102,1,102,144,93,152
14,34,1,15,13,3,0,3,7,6,14
4,5,4,8,4,1,0,2,7,3,7
11,24,1,12,9,3,0,1,6,6,11
11,26,2,12,10,3,0,3,6,6,10
9,16,3,10,9,2,0,3,7,6,10
14,41,3,16,13,3,0,3,6,4,15
40,1560,41,91,40,39,1,39,54,3,89
9,20,3,10,9,3,0,3,5,5,9
1,0,1,161,1,0,1,0,161,1,159
8,15,3,9,7,1,0,1,6,5,9
1,0,1,222,1,0,1,0,222,1,220
39,1482,40,175,39,38,1,38,151,15,173
1,0,1,35,1,0,1,0,35,1,34
1,0,1,65,1,0,1,0,65,1,64
10,18,0,10,8,2,0,2,7,7,9
1,0,1,245,1,0,1,0,245,1,243
85,7140,86,156,85,84,1,84,117,46,154
1,0,1,187,1,0,1,0,187,1,185
1,0,1,220,1,0,1,0,220,1,218
9,17,3,10,8,3,0,3,7,6,8
1,0,2,27,1,0,2,0,27,1,26
62,3782,63,109,62,61,1,61,73,26,107
1,0,1,255,1,0,1,0,255,1,253
10,21,1,11,10,2,0,4,9,9,9
1,0,1,8,1,0,1,0,8,1,7
68,4556,69,145,68,67,1,67,84,7,143
8,15,1,9,8,2,0,2,6,5,8
1,0,1,141,1,0,1,0,141,1,139
1,0,1,231,1,0,1,0,231,1,229
1,0,1,121,1,0,1,0,121,1,119
1,0,1,39,1,0,1,0,39,1,38
1,0,1,293,1,0,1,0,293,1,291
10,20,5,11,10,2,0,2,10,9,10
1,0,2,50,1,0,2,0,50,1,49
7,11,1,9,6,3,0,1,6,6,7
38,1406,39,57,38,37,1,37,38,19,55
8,14,3,9,8,2,0,2,6,5,6
42,1722,43,84,42,41,1,41,59,17,82
7,12,2,8,7,2,0,3,6,5,7
7,13,1,8,7,3,0,2,4,3,6
1,0,1,136,1,0,1,0,136,1,135
1,0,1,159,1,0,1,0,159,1,157
79,6162,80,188,79,78,1,78,135,26,186
12,27,3,14,10,3,0,2,9,7,11
8,13,4,9,8,1,0,2,8,7,8
5,8,7,7,5,2,0,3,5,3,5
1,0,1,6,1,0,1,0,6,1,5
1,0,1,146,1,0,1,0,146,1,145
9,18,4,11,8,3,0,3,6,4,9
1,0,1,5,1,0,1,0,5,1,4
14,35,2,15,14,3,0,4,7,6,14
1,0,1,90,1,0,1,0,90,1,88
10,20,4,11,9,1,0,4,9,8,9
1,0,1,110,1,0,1,0,110,1,109
1,0,1,188,1,0,1,0,188,1,186
1,0,1,87,1,0,1,0,87,1,85
1,0,1,46,1,0,1,0,46,1,45
1,0,1,246,1,0,1,0,246,1,244
9,15,2,10,8,2,0,2,7,7,9
1,0,1,139,1,0,1,0,139,1,137
1,0,1,154,1,0,1,0,154,1,152
11,24,2,12,9,2,0,3,8,8,10
45,1980,46,97,45,44,1,44,54,2,95
130,16770,131,202,130,129,1,129,164,92,200
1,0,1,120,1,0,1,0,120,1,118
1,0,0,1,1,0,0,0,1,1,0
1,0,1,7,1,0,1,0,7,1,6
26,650,27,68,26,25,1,25,55,13,66
10,22,1,11,10,3,0,3,6,6,9
1,0,1,125,1,0,1,0,125,1,123
1,0,1,98,1,0,1,0,98,1,97
1,0,1,175,1,0,1,0,175,1,173
1,0,1,35,1,0,1,0,35,1,34
1,0,1,118,1,0,1,0,118,1,117
1,0,1,62,1,0,1,0,62,1,60
9,18,3,11,8,1,1,1,9,7,9
13,34,0,13,13,3,0,2,7,7,13
11,26,2,12,11,2,0,2,11,10,12
9,15,6,12,9,1,0,3,11,8,11
9,16,0,9,8,2,0,2,6,6,6
1,0,1,183,1,0,1,0,183,1,181
11,27,1,12,11,2,0,3,10,9,11
10,21,3,12,10,2,0,3,10,8,11
1,0,1,110,1,0,1,0,110,1,108
11,27,1,12,10,2,0,3,9,9,9
10,20,2,11,9,2,0,3,10,9,10
8,17,4,10,8,1,0,4,8,7,8
1,0,1,46,1,0,1,0,46,1,45
1,0,1,38,1,0,1,0,38,1,37
11,27,0,11,11,3,0,3,7,7,11
9,16,0,9,9,2,0,2,8,8,8
9,17,1,10,9,2,0,3,9,9,9
11,24,2,13,10,3,0,1,8,8,11
12,27,3,13,10,2,0,3,11,10,12
21,420,22,94,21,20,2,20,94,21,92
1,0,1,124,1,0,1,0,124,1,122
12,29,3,13,11,2,0,3,11,10,12
7,12,6,9,7,2,1,3,7,5,8
9,18,2,11,9,1,0,1,9,9,9
102,10302,103,154,102,101,1,101,83,31,152
9,20,1,10,8,2,0,1,9,8,9
7,10,9,9,7,1,1,2,7,5,8
1,0,1,34,1,0,1,0,34,1,32
94,8742,95,121,94,93,1,93,67,40,119
1,0,1,33,1,0,1,0,33,1,32
13,28,3,14,12,3,0,4,8,8,12
1,0,1,55,1,0,1,0,55,1,54
3,3,3,7,3,1,0,1,6,2,6
1,0,1,91,1,0,1,0,91,1,90
40,1560,41,58,40,39,2,39,58,40,56
66,4290,67,161,66,65,1,65,141,46,159
1,0,1,12,1,0,1,0,12,1,11
11,26,0,11,10,3,0,3,7,7,10
59,3422,60,111,59,58,1,58,87,35,109
1,0,1,152,1,0,1,0,152,1,150
14,38,0,14,14,3,0,2,7,7,14
65,4160,66,112,65,64,1,64,102,55,110
11,21,2,12,10,2,0,1,8,8,9
8,12,4,10,8,1,0,3,7,5,7
32,992,33,137,32,31,1,31,107,2,135
13,33,4,14,12,3,0,3,6,6,13
6,8,2,9,6,1,0,2,7,4,7
1,0,1,51,1,0,1,0,51,1,50
8,13,3,9,8,2,0,3,5,4,6
1,0,1,222,1,0,1,0,222,1,220
12,32,0,12,12,3,0,3,5,5,12
12,27,6,14,11,2,0,3,13,11,13
8,16,1,9,8,2,0,3,6,6,8
1,0,0,1,1,0,0,0,1,1,0
46,2070,47,67,46,45,1,45,65,44,65
1,0,1,40,1,0,1,0,40,1,39
10,20,1,11,10,3,0,2,6,6,9
1,0,1,17,1,0,1,0,17,1,16
1,0,1,159,1,0,1,0,159,1,157
10,20,0,10,8,1,0,2,6,6,7
8,15,1,9,8,3,0,1,8,8,8
1,0,1,78,1,0,1,0,78,1,77
21,420,22,67,21,20,1,20,67,21,65
13,29,1,14,11,3,0,3,7,7,12
9,17,5,11,9,2,0,3,10,8,10
65,4160,66,109,65,64,1,64,63,19,107
10,21,5,11,10,2,0,2,9,8,9
11,27,4,12,10,1,0,4,10,9,10
1,0,1,213,1,0,1,0,213,1,211
8,15,6,11,8,1,0,3,9,6,9
10,21,2,11,10,2,0,3,10,10,10
12,26,2,13,11,3,0,3,8,8,10
32,992,33,109,32,31,1,31,95,18,107
7,13,2,9,7,3,0,2,5,3,8
1,0,1,7,1,0,1,0,7,1,6
1,0,1,18,1,0,1,0,18,1,17
3,4,4,9,3,2,0,1,8,3,8
1,0,1,75,1,0,1,0,75,1,74
1,0,1,41,1,0,1,0,41,1,40
121,14520,122,248,121,120,1,120,146,19,246
9,18,1,10,9,3,0,4,8,8,8
11,25,0,11,11,2,0,3,10,10,10
1,0,1,157,1,0,1,0,157,1,155
6,9,7,9,6,2,0,2,8,5,8
9,19,0,9,9,2,0,3,8,8,9
149,22052,150,322,149,148,1,148,305,132,320
1,0,1,34,1,0,1,0,34,1,33
10,16,6,11,10,1,0,3,8,7,8
8,17,4,10,7,1,0,3,7,7,7
9,18,1,10,9,3,0,4,5,4,8
12,23,5,14,11,1,0,2,12,11,12
1,0,1,230,1,0,1,0,230,1,228
10,19,0,10,10,3,0,1,6,6,9
1,0,1,123,1,0,1,0,123,1,121
1,0,1,103,1,0,1,0,103,1,101
7,10,2,9,7,1,0,3,6,4,6
13,33,3,14,13,2,0,3,12,12,13
11,23,2,13,9,2,0,2,8,6,13
1,0,1,39,1,0,1,0,39,1,37
1,0,1,28,1,0,1,0,28,1,27
8,15,7,10,8,1,0,3,9,7,9
11,26,1,12,10,2,0,4,10,10,10
1,0,1,83,1,0,1,0,83,1,81
14,182,15,16,14,13,1,13,16,14,14
1,0,1,21,1,0,1,0,21,1,20
1,0,1,92,1,0,1,0,92,1,90
10,23,1,11,10,3,0,2,7,7,10
8,15,1,9,7,3,0,2,5,5,7
1,0,1,73,1,0,1,0,73,1,72
9,19,3,10,9,3,0,4,8,8,8
9,14,2,10,8,1,0,1,8,7,8
1,0,1,56,1,0,1,0,56,1,55
1,0,1,74,1,0,1,0,74,1,72
11,23,2,13,11,3,0,2,6,4,11
1,0,1,108,1,0,1,0,108,1,106
1,0,1,131,1,0,1,0,131,1,129
1,0,1,50,1,0,1,0,50,1,49
1,0,1,87,1,0,1,0,87,1,86
1,0,1,19,1,0,1,0,19,1,18
1,0,1,44,1,0,1,0,44,1,43
10,21,3,11,9,2,0,3,9,8,9
1,0,1,211,1,0,1,0,211,1,209
1,0,1,7,1,0,1,0,7,1,6
1,0,1,193,1,0,1,0,193,1,191
1,0,1,111,1,0,1,0,111,1,109
76,5700,77,181,76,75,1,75,166,61,179
10,17,1,11,10,1,0,1,10,10,10
79,6162,80,158,79,78,1,78,133,54,156
7,13,1,8,7,2,0,2,6,6,6
6,10,3,8,6,1,0,3,6,4,6
13,34,1,14,13,3,0,4,8,8,13
8,15,5,9,8,1,0,2,7,6,7
1,0,1,75,1,0,1,0,75,1,74
11,25,4,13,11,3,0,3,8,8,12
11,21,3,12,10,2,0,2,9,8,10
1,0,1,62,1,0,1,0,62,1,61
1,0,1,101,1,0,1,0,101,1,100
1,0,1,5,1,0,1,0,5,1,4
1,0,1,108,1,0,1,0,108,1,107
1,0,1,30,1,0,1,0,30,1,29
96,9120,97,271,96,95,1,95,209,34,269
1,0,1,127,1,0,1,0,127,1,125
10,24,2,11,10,3,0,3,6,6,10
10,22,3,11,9,1,0,4,7,6,7
10,21,2,11,9,3,0,2,6,6,10
66,4290,67,153,66,65,1,65,137,50,151
1,0,1,115,1,0,1,0,115,1,113
9,17,5,11,9,1,0,3,8,6,8
86,7310,87,145,86,85,1,85,89,30,143
8,15,0,8,7,1,0,3,6,6,6
13,37,5,15,13,2,0,4,13,11,14
68,4556,69,163,68,67,1,67,153,58,161
1,0,1,27,1,0,1,0,27,1,26
7,12,5,9,7,2,0,3,7,5,7
11,26,3,12,11,2,0,3,11,11,11
1,0,1,174,1,0,1,0,174,1,172
8,17,4,9,7,1,0,3,8,7,8
1,0,1,200,1,0,1,0,200,1,198
1,0,1,204,1,0,1,0,204,1,202
4,5,2,7,4,1,0,2,6,4,6
13,33,1,14,13,3,0,4,7,7,12
79,6162,80,158,79,78,1,78,122,43,156
9,18,3,10,8,2,0,3,9,8,9
3,4,3,8,3,2,1,1,7,3,8
14,39,5,16,13,3,0,3,6,4,16
11,25,2,12,10,2,0,3,10,10,10
9,16,1,10,9,2,0,2,6,5,9
14,34,3,15,12,3,0,3,9,9,12
6,9,5,9,6,1,0,2,8,5,8
11,26,2,12,10,3,0,3,7,6,10
12,26,3,13,11,2,0,4,10,9,10
10,23,6,12,10,2,0,4,8,6,12
1,0,1,6,1,0,1,0,6,1,5
1,0,1,7,1,0,1,0,7,1,6
1,0,1,164,1,0,1,0,164,1,162
12,26,4,13,11,3,0,3,6,5,12
1,0,1,82,1,0,1,0,82,1,80
10,21,3,11,9,3,0,2,6,6,9
9,13,6,10,9,1,0,1,8,7,8
1,0,1,23,1,0,1,0,23,1,22
1,0,1,211,1,0,1,0,211,1,209
10,19,3,12,9,1,0,2,9,9,9
1,0,1,166,1,0,1,0,166,1,165
1,0,1,70,1,0,1,0,70,1,68
1,0,1,304,1,0,1,0,304,1,302
12,27,6,13,11,2,0,3,9,8,12
1,0,1,123,1,0,1,0,123,1,122
10,17,4,13,9,2,0,3,9,6,9
9,17,6,13,9,1,0,2,11,7,12
1,0,1,46,1,0,1,0,46,1,45
1,0,1,170,1,0,1,0,170,1,168
13,33,0,13,11,3,0,3,7,7,12
1,0,1,82,1,0,1,0,82,1,80
1,0,1,252,1,0,1,0,252,1,250
1,0,1,40,1,0,1,0,40,1,38
1,0,1,93,1,0,1,0,93,1,92
1,0,1,118,1,0,1,0,118,1,117
1,0,1,11,1,0,1,0,11,1,10
1,0,2,12,1,0,2,0,12,1,11
1,0,1,7,1,0,1,0,7,1,6
13,28,2,14,11,3,0,4,6,6,11
1,0,1,34,1,0,1,0,34,1,33
1,0,1,148,1,0,1,0,148,1,146
1,0,1,113,1,0,1,0,113,1,111
1,0,1,80,1,0,1,0,80,1,79
11,28,2,12,11,3,0,3,9,9,11
13,33,1,14,12,2,0,4,12,12,13
13,34,3,15,13,3,0,4,7,6,14
10,22,3,12,10,3,0,2,8,7,11
13,33,3,15,12,3,0,3,7,5,14
7,12,3,8,7,1,0,2,7,6,7
10,16,2,12,9,1,0,2,9,8,9
1,0,1,22,1,0,1,0,22,1,21
1,0,1,89,1,0,1,0,89,1,87
18,306,19,118,18,17,2,17,118,18,116
10,20,3,12,10,2,0,2,9,9,11
1,0,1,106,1,0,1,0,106,1,105
1,0,1,9,1,0,1,0,9,1,8
1,0,1,94,1,0,1,0,94,1,92
10,20,2,11,9,1,0,2,7,6,9
8,15,1,9,8,2,0,3,8,8,8
1,0,1,99,1,0,1,0,99,1,97
1,0,1,157,1,0,1,0,157,1,155
133,17556,134,194,133,132,1,132,89,28,192
94,8742,95,121,94,93,1,93,83,56,119
1,0,1,148,1,0,1,0,148,1,146
8,16,2,9,8,2,0,4,8,8,8
1,0,1,47,1,0,1,0,47,1,45
1,0,1,187,1,0,1,0,187,1,185
17,272,18,126,17,16,1,16,126,17,124
1,0,1,11,1,0,1,0,8,1,11
11,23,0,11,9,2,0,3,9,9,10
1,0,1,4,1,0,1,0,4,1,3
13,36,1,14,10,2,0,4,11,10,12
1,0,1,42,1,0,1,0,42,1,41
10,19,7,11,8,1,0,2,8,7,8
58,3306,59,144,58,57,1,57,128,42,142
5,8,4,9,5,2,1,3,7,3,7
7,10,1,8,7,1,0,2,6,5,6
10,21,0,10,9,3,0,1,6,6,10
8,13,6,9,7,1,0,1,8,7,8
5,7,4,8,4,1,0,1,7,4,7
12,26,4,13,10,2,0,4,9,8,12
10,22,0,10,8,2,0,2,7,7,8
79,6162,80,155,79,78,1,78,137,61,153
9,13,3,10,9,1,0,2,8,7,8
1,0,1,44,1,0,1,0,44,1,43
10,21,0,10,9,2,0,2,8,8,8
2,2,5,11,2,1,1,1,10,2,10
1,0,1,124,1,0,1,0,124,1,122
2,2,3,5,2,1,0,1,4,2,4
12,28,0,12,10,2,0,3,10,10,10
1,0,1,87,1,0,1,0,87,1,86
5,7,7,8,5,1,1,2,7,4,7
1,0,1,127,1,0,1,0,127,1,125
1,0,1,161,1,0,1,0,161,1,159
10,24,4,12,10,1,0,4,10,8,10
1,0,1,4,1,0,1,0,4,1,3
13,30,2,14,13,3,0,3,6,6,14
1,0,1,56,1,0,1,0,56,1,55
1,0,1,135,1,0,1,0,135,1,133
9,19,1,10,9,3,0,4,7,7,8
13,35,3,14,11,1,0,3,12,11,14
1,0,1,114,1,0,1,0,114,1,112
1,0,1,49,1,0,1,0,49,1,47
11,28,2,13,10,1,1,2,12,10,12
1,0,1,157,1,0,1,0,157,1,156
9,20,1,10,8,2,0,2,7,7,8
10,20,3,12,10,3,0,3,7,6,10
1,0,1,131,1,0,1,0,131,1,129
1,0,1,18,1,0,1,0,18,1,17
1,0,1,102,1,0,1,0,102,1,101
1,0,1,55,1,0,1,0,55,1,54
12,31,3,13,12,3,0,3,7,6,12
10,24,2,12,10,2,0,2,10,8,12
1,0,1,226,1,0,1,0,226,1,224
1,0,1,100,1,0,1,0,100,1,99
10,21,2,11,9,1,1,1,9,9,9
101,10100,102,219,101,100,1,100,151,33,217
12,28,1,13,11,3,0,2,6,6,11
152,22952,153,284,152,151,1,151,211,79,282
91,8190,92,121,91,90,1,90,40,10,119
65,4160,66,109,65,64,1,64,75,31,107
9,17,1,10,9,2,0,3,8,7,9
11,22,3,12,10,2,0,3,7,7,10
1,0,1,2,1,0,1,0,2,1,1
1,0,1,115,1,0,1,0,115,1,113
13,156,14,47,13,12,1,12,36,2,45
11,25,4,13,9,2,0,3,9,7,11
1,0,1,157,1,0,1,0,157,1,155
12,31,0,12,11,3,0,1,6,6,12
9,17,8,11,9,2,0,3,9,8,9
11,22,7,12,10,2,0,1,10,9,10
1,0,1,39,1,0,1,0,39,1,38
8,12,4,9,8,1,0,2,7,6,7
1,0,1,84,1,0,1,0,84,1,83
13,30,4,15,13,2,0,3,8,6,14
54,2862,55,71,54,53,1,53,30,13,69
12,30,2,13,12,2,0,3,12,11,12
112,12432,113,115,112,111,1,111,22,19,113
47,2162,48,87,47,46,1,46,66,26,85
10,19,2,11,9,2,0,2,9,9,9
1,0,1,72,1,0,1,0,72,1,70
1,0,1,107,1,0,1,0,107,1,105
7,12,7,13,7,2,1,3,12,6,12
7,12,2,9,6,3,0,1,6,4,7
1,0,1,77,1,0,1,0,77,1,75
9,20,3,11,9,2,0,1,10,8,10
1,0,1,44,1,0,1,0,44,1,43
1,0,1,36,1,0,1,0,36,1,35
9,19,3,11,9,1,0,3,9,8,10
11,22,4,12,10,3,0,3,7,7,11
12,27,4,14,10,1,0,2,8,6,13
5,7,3,7,5,1,0,3,5,4,5
1,0,1,14,1,0,1,0,14,1,13
1,0,1,15,1,0,1,0,15,1,14
11,26,3,13,10,1,1,2,10,8,10
4,5,3,8,4,1,1,2,7,4,7
1,0,1,54,1,0,1,0,54,1,52
1,0,1,29,1,0,1,0,29,1,28
11,25,1,12,11,2,0,3,10,10,10
1,0,1,80,1,0,1,0,80,1,79
54,2862,55,80,54,53,1,53,53,27,78
1,0,1,262,1,0,1,0,262,1,260
1,0,1,39,1,0,1,0,39,1,38
108,11556,109,207,108,107,1,107,147,48,205
1,0,1,109,1,0,1,0,109,1,107
12,30,3,14,11,2,0,2,11,9,13
8,14,2,10,8,2,0,2,7,6,8
11,28,1,12,11,2,0,4,11,11,11
4,6,4,8,4,2,1,1,7,4,7
63,3906,64,125,63,62,1,62,99,37,123
1,0,1,23,1,0,1,0,23,1,21
1,0,1,229,1,0,1,0,229,1,227
8,11,2,9,7,1,0,1,8,7,8
1,0,1,155,1,0,1,0,155,1,154
1,0,1,51,1,0,1,0,51,1,49
10,23,5,11,10,2,0,4,7,6,11
1,0,1,87,1,0,1,0,87,1,86
10,23,4,12,9,3,0,4,6,4,12
1,0,1,60,1,0,1,0,60,1,59
1,0,1,11,1,0,1,0,11,1,10
10,17,5,11,8,2,0,2,7,6,9
1,0,1,78,1,0,1,0,78,1,76
1,0,1,268,1,0,1,0,268,1,266
7,12,6,11,7,1,0,3,10,6,10
11,25,5,12,11,3,0,3,6,5,11
10,19,4,12,9,2,0,3,7,5,9
1,0,1,77,1,0,1,0,77,1,76
29,812,30,71,29,28,1,28,71,29,69
12,27,3,13,11,2,0,3,12,11,12
7,14,1,8,7,2,0,4,7,6,7
13,31,0,13,12,2,0,3,6,6,11
13,34,2,14,13,1,0,4,12,12,12
13,38,4,15,13,2,0,4,14,12,14
8,17,3,11,8,2,0,4,9,6,9
1,0,1,97,1,0,1,0,97,1,96
1,0,1,32,1,0,1,0,32,1,31
1,0,1,219,1,0,1,0,219,1,217
10,20,1,11,9,2,0,2,9,8,10
1,0,1,20,1,0,1,0,20,1,19
11,26,1,12,9,2,0,4,9,9,10
1,0,1,181,1,0,1,0,181,1,179
1,0,1,127,1,0,1,0,127,1,125
91,8190,92,222,91,90,1,90,196,65,220
11,24,2,12,8,3,0,1,6,6,11
11,24,2,12,10,2,0,3,10,9,11
6,9,6,9,6,2,1,2,8,5,8
1,0,1,12,1,0,1,0,12,1,11
1,0,2,7,1,0,2,0,6,1,6
6,8,6,9,6,1,0,2,7,4,7
5,7,6,10,5,1,1,3,9,4,9
93,8556,94,161,93,92,1,92,121,53,159
1,0,1,74,1,0,1,0,74,1,73
11,20,0,11,9,2,0,3,8,8,10
10,20,1,11,9,2,0,3,8,8,8
1,0,1,49,1,0,1,0,49,1,47
68,4556,69,163,68,67,1,67,104,9,161
1,0,1,149,1,0,1,0,149,1,147
10,20,3,11,8,2,0,3,7,6,8
6,8,5,8,6,1,1,2,6,4,6
12,28,1,13,12,2,0,4,7,6,11
1,0,1,19,1,0,1,0,19,1,18
1,0,1,74,1,0,1,0,74,1,73
14,35,3,16,14,3,0,3,6,4,15
1,0,1,14,1,0,1,0,14,1,13
1,0,1,166,1,0,1,0,166,1,164
10,18,4,12,10,1,0,2,10,9,10
9,18,1,10,9,1,0,3,8,8,8
12,27,1,13,11,2,0,2,11,11,12
10,21,2,11,10,2,0,2,9,9,10
96,9120,97,143,96,95,1,95,58,11,141
93,8556,94,185,93,92,1,92,159,67,183
10,20,3,12,8,3,0,2,6,4,11
1,0,1,52,1,0,1,0,52,1,51
1,0,1,34,1,0,1,0,34,1,33
22,462,23,53,22,21,1,21,47,16,51
1,0,1,55,1,0,1,0,55,1,54
92,8372,93,154,92,91,1,91,129,67,152
1,0,1,198,1,0,1,0,198,1,196
9,17,2,11,7,3,0,1,6,4,9
10,20,2,11,10,2,0,3,8,7,9
6,10,4,9,6,2,0,2,7,5,7
1,0,1,83,1,0,1,0,83,1,81
11,23,1,12,10,1,0,1,10,9,10
78,6006,79,261,78,77,1,77,221,38,259
1,0,1,80,1,0,1,0,80,1,78
1,0,1,116,1,0,1,0,116,1,114
1,0,1,129,1,0,1,0,129,1,128
1,0,1,81,1,0,1,0,81,1,80
13,30,0,13,13,3,0,3,6,6,12
10,19,8,13,9,2,0,2,8,5,8
7,13,5,8,6,2,0,2,6,5,7
1,0,1,23,1,0,1,0,23,1,22
10,18,0,10,9,1,0,2,8,8,10
33,1056,34,150,33,32,1,32,119,2,148
11,20,1,12,10,2,0,1,7,7,10
1,0,1,112,1,0,1,0,112,1,111
9,17,9,11,9,2,0,2,7,5,10
12,27,5,14,10,3,0,3,6,4,12
10,20,4,13,10,2,0,2,10,7,10
5,7,5,8,5,1,0,3,7,4,7
11,27,1,12,11,3,0,3,6,6,12
12,26,1,13,10,1,0,2,10,10,11
1,0,1,129,1,0,1,0,129,1,127
11,25,3,12,11,3,0,3,8,8,11
84,6972,85,157,84,83,1,83,87,14,155
25,600,26,134,25,24,1,24,114,5,132
11,25,1,12,10,3,0,2,8,8,9
1,0,1,29,1,0,1,0,29,1,28
9,18,1,11,9,2,0,4,9,9,9
1,0,1,58,1,0,1,0,58,1,57
9,17,2,11,8,1,0,1,8,6,8
12,29,3,14,11,3,0,3,9,9,12
1,0,1,35,1,0,1,0,35,1,33
92,8372,93,154,92,91,1,91,66,4,152
1,0,1,87,1,0,1,0,87,1,86
10,19,3,11,10,2,0,1,10,10,10
1,0,1,19,1,0,1,0,19,1,18
11,25,1,12,10,3,0,3,5,4,9
8,13,1,9,8,2,0,2,5,5,8
8,15,7,11,8,2,0,3,9,6,9
129,16512,130,289,129,128,1,128,227,67,287
1,0,1,55,1,0,1,0,55,1,54
1,0,1,107,1,0,1,0,107,1,106
13,36,1,14,12,2,0,4,12,12,12
12,30,2,13,10,2,0,2,9,8,11
64,4032,65,165,64,63,1,63,108,7,163
14,41,1,15,13,2,0,4,12,12,14
14,35,3,16,13,3,0,4,6,4,14
11,25,4,12,10,3,0,3,9,9,11
1,0,1,209,1,0,1,0,209,1,207
1,0,1,159,1,0,1,0,159,1,157
6,9,0,6,5,1,0,1,5,5,5
1,0,1,50,1,0,1,0,50,1,49
10,18,3,11,9,1,0,3,9,8,9
78,6006,79,83,78,77,1,77,54,49,81
1,0,1,13,1,0,1,0,13,1,12
10,23,2,12,8,2,0,2,9,7,9
46,2070,47,185,46,45,1,45,179,40,183
1,0,1,4,1,0,1,0,4,1,3
1,0,1,40,1,0,1,0,40,1,38
1,0,1,18,1,0,1,0,18,1,17
1,0,1,43,1,0,1,0,43,1,42
12,28,1,13,11,3,0,3,8,7,10
7,12,4,9,7,3,0,3,5,3,6
8,14,1,9,7,3,0,1,7,7,9
1,0,1,168,1,0,1,0,168,1,167
10,18,1,11,10,1,0,2,10,10,10
62,3782,63,161,62,61,1,61,131,32,159
24,552,25,100,24,23,1,23,99,23,98
10,20,5,12,10,2,0,1,11,9,11
1,0,1,289,1,0,1,0,289,1,287
8,14,1,9,8,2,0,2,8,8,8
12,25,3,13,12,2,0,3,11,10,11
1,0,1,80,1,0,1,0,80,1,79
10,21,3,12,9,3,0,4,9,7,9
3,4,4,8,3,2,1,1,7,3,7
13,30,1,14,11,3,0,4,7,7,12
1,0,1,105,1,0,1,0,105,1,104
1,0,1,41,1,0,1,0,41,1,40
101,10100,102,251,101,100,1,100,156,6,249
95,8930,96,238,95,94,1,94,156,13,236
1,0,1,60,1,0,1,0,60,1,59
13,33,3,15,13,3,0,2,7,5,15
