graph_id,u,scc_size,scc_edges_inside,scc_edges_to_other,scc_largest_path_sum,scc_longest_dfs_path,outdegree_inside_scc,outdegree_outside_scc,indegree_inside_scc,longest_path_using_dfs_paths,first_dfs_path_used,y
17,19,30,164,0,30,29,10,0,8,17,17,17
17,20,30,164,0,30,29,4,0,6,15,15,15
17,21,30,164,0,30,29,3,0,3,27,27,27
17,22,30,164,0,30,29,5,0,4,11,11,11
17,23,30,164,0,30,29,4,0,4,20,20,20
17,24,30,164,0,30,29,5,0,8,22,22,22
17,25,30,164,0,30,29,6,0,5,15,15,15
17,26,30,164,0,30,29,3,0,3,16,16,16
17,27,30,164,0,30,29,6,0,5,21,21,21
17,28,30,164,0,30,29,10,0,3,5,5,5
17,29,30,164,0,30,29,8,0,4,14,14,14
18,0,30,177,0,30,30,11,0,6,27,27,27
18,1,30,177,0,30,30,6,0,6,29,29,29
18,2,30,177,0,30,30,5,0,8,28,28,28
18,3,30,177,0,30,30,5,0,7,29,29,29
18,4,30,177,0,30,30,8,0,7,29,29,29
18,5,30,177,0,30,30,7,0,9,30,30,30
18,6,30,177,0,30,30,4,0,6,26,26,26
18,7,30,177,0,30,30,5,0,4,28,28,28
18,8,30,177,0,30,30,5,0,8,22,22,22
18,9,30,177,0,30,30,4,0,3,26,26,26
18,10,30,177,0,30,30,5,0,11,29,29,29
18,11,30,177,0,30,30,5,0,7,19,19,19
18,12,30,177,0,30,30,2,0,4,27,27,27
18,13,30,177,0,30,30,6,0,5,19,19,19
18,14,30,177,0,30,30,3,0,7,22,22,22
18,15,30,177,0,30,30,5,0,6,22,22,22
18,16,30,177,0,30,30,11,0,6,25,25,25
18,17,30,177,0,30,30,4,0,5,10,10,10
18,18,30,177,0,30,30,5,0,7,11,11,11
18,19,30,177,0,30,30,5,0,8,8,8,8
18,20,30,177,0,30,30,6,0,8,22,22,22
18,21,30,177,0,30,30,9,0,7,17,17,17
18,22,30,177,0,30,30,9,0,2,9,9,9
18,23,30,177,0,30,30,3,0,6,28,28,28
18,24,30,177,0,30,30,9,0,6,14,14,14
18,25,30,177,0,30,30,8,0,4,7,7,7
18,26,30,177,0,30,30,6,0,2,16,16,16
18,27,30,177,0,30,30,5,0,5,23,23,23
18,28,30,177,0,30,30,5,0,2,10,10,10
18,29,30,177,0,30,30,6,0,5,10,10,10
19,0,30,300,0,30,30,12,0,10,30,30,30
19,1,30,300,0,30,30,12,0,8,27,27,27
19,2,30,300,0,30,30,11,0,10,28,28,28
19,3,30,300,0,30,30,12,0,8,29,29,29
19,4,30,300,0,30,30,7,0,15,29,29,29
19,5,30,300,0,30,30,11,0,11,27,27,27
19,6,30,300,0,30,30,11,0,10,26,26,26
19,7,30,300,0,30,30,9,0,12,30,30,30
19,8,30,300,0,30,30,10,0,6,27,27,27
19,9,30,300,0,30,30,11,0,11,28,28,28
19,10,30,300,0,30,30,8,0,7,19,19,19
19,11,30,300,0,30,30,6,0,8,27,27,27
19,12,30,300,0,30,30,12,0,11,17,17,17
19,13,30,300,0,30,30,11,0,7,25,25,25
19,14,30,300,0,30,30,8,0,9,17,17,17
19,15,30,300,0,30,30,13,0,5,5,5,5
19,16,30,300,0,30,30,8,0,12,23,23,23
19,17,30,300,0,30,30,8,0,8,14,14,14
19,18,30,300,0,30,30,13,0,9,15,15,15
19,19,30,300,0,30,30,3,0,15,22,22,22
19,20,30,300,0,30,30,11,0,10,22,22,22
19,21,30,300,0,30,30,8,0,10,15,15,15
19,22,30,300,0,30,30,7,0,14,12,12,12
19,23,30,300,0,30,30,6,0,11,12,12,12
19,24,30,300,0,30,30,11,0,12,11,11,11
19,25,30,300,0,30,30,12,0,9,12,12,12
19,26,30,300,0,30,30,13,0,10,8,8,8
19,27,30,300,0,30,30,10,0,11,7,7,7
19,28,30,300,0,30,30,11,0,10,9,9,9
19,29,30,300,0,30,30,15,0,11,4,4,4
20,0,30,314,0,30,30,12,0,7,30,30,30
20,1,30,314,0,30,30,10,0,10,29,29,29
20,2,30,314,0,30,30,11,0,7,27,27,27
20,3,30,314,0,30,30,8,0,10,28,28,28
20,4,30,314,0,30,30,10,0,12,26,26,26
20,5,30,314,0,30,30,9,0,10,28,28,28
20,6,30,314,0,30,30,13,0,10,29,29,29
20,7,30,314,0,30,30,10,0,9,29,29,29
20,8,30,314,0,30,30,6,0,16,28,28,28
20,9,30,314,0,30,30,11,0,14,23,23,23
20,10,30,314,0,30,30,9,0,13,25,25,25
20,11,30,314,0,30,30,5,0,6,23,23,23
20,12,30,314,0,30,30,12,0,11,22,22,22
20,13,30,314,0,30,30,14,0,8,14,14,14
20,14,30,314,0,30,30,8,0,8,11,11,11
20,15,30,314,0,30,30,14,0,10,20,20,20
20,16,30,314,0,30,30,11,0,7,19,19,19
20,17,30,314,0,30,30,7,0,8,9,9,9
20,18,30,314,0,30,30,13,0,12,16,16,16
20,19,30,314,0,30,30,7,0,10,24,24,24
20,20,30,314,0,30,30,10,0,11,18,18,18
20,21,30,314,0,30,30,12,0,13,24,24,24
20,22,30,314,0,30,30,16,0,13,10,10,10
20,23,30,314,0,30,30,13,0,7,13,13,13
20,24,30,314,0,30,30,8,0,10,5,5,5
20,25,30,314,0,30,30,12,0,14,8,8,8
20,26,30,314,0,30,30,11,0,14,9,9,9
20,27,30,314,0,30,30,10,0,14,7,7,7
20,28,30,314,0,30,30,12,0,10,5,5,5
20,29,30,314,0,30,30,10,0,10,6,6,6
21,0,30,162,0,30,28,5,0,5,28,28,28
21,1,30,162,0,30,28,8,0,2,13,13,13
21,2,30,162,0,30,28,6,0,6,27,27,27
21,3,30,162,0,30,28,5,0,6,28,28,28
21,4,30,162,0,30,28,4,0,4,26,26,26
21,5,30,162,0,30,28,3,0,10,28,28,28
21,6,30,162,0,30,28,3,0,3,26,26,26
21,7,30,162,0,30,28,4,0,6,21,21,21
21,8,30,162,0,30,28,3,0,4,25,25,25
21,9,30,162,0,30,28,8,0,10,27,27,27
21,10,30,162,0,30,28,2,0,3,21,21,21
21,11,30,162,0,30,28,3,0,3,28,28,28
21,12,30,162,0,30,28,8,0,7,27,27,27
21,13,30,162,0,30,28,5,0,7,25,25,25
21,14,30,162,0,30,28,6,0,4,19,19,19
21,15,30,162,0,30,28,6,0,8,23,23,23
21,16,30,162,0,30,28,3,0,4,22,22,22
21,17,30,162,0,30,28,5,0,5,21,21,21
21,18,30,162,0,30,28,2,0,9,23,23,23
21,19,30,162,0,30,28,6,0,8,23,23,23
21,20,30,162,0,30,28,4,0,7,26,26,26
21,21,30,162,0,30,28,8,0,3,24,24,24
21,22,30,162,0,30,28,7,0,5,21,21,21
21,23,30,162,0,30,28,8,0,6,17,17,17
21,24,30,162,0,30,28,2,0,3,28,28,28
21,25,30,162,0,30,28,5,0,6,4,4,4
21,26,30,162,0,30,28,10,0,4,8,8,8
21,27,30,162,0,30,28,6,0,3,11,11,11
21,28,30,162,0,30,28,10,0,7,5,5,5
21,29,30,162,0,30,28,7,0,4,10,10,10
22,0,30,202,0,30,28,6,0,8,28,28,28
22,1,30,202,0,30,28,11,0,2,27,27,27
22,2,30,202,0,30,28,5,0,3,28,28,28
22,3,30,202,0,30,28,11,0,12,27,27,27
22,4,30,202,0,30,28,5,0,5,20,20,20
22,5,30,202,0,30,28,12,0,8,8,8,8
22,6,30,202,0,30,28,10,0,8,26,26,26
22,7,30,202,0,30,28,8,0,6,25,25,25
22,8,30,202,0,30,28,9,0,5,26,26,26
22,9,30,202,0,30,28,5,0,7,26,26,26
22,10,30,202,0,30,28,4,0,3,27,27,27
22,11,30,202,0,30,28,4,0,4,22,22,22
22,12,30,202,0,30,28,5,0,7,19,19,19
22,13,30,202,0,30,28,3,0,12,23,23,23
22,14,30,202,0,30,28,8,0,6,14,14,14
22,15,30,202,0,30,28,3,0,8,20,20,20
22,16,30,202,0,30,28,6,0,9,17,17,17
22,17,30,202,0,30,28,8,0,5,22,22,22
22,18,30,202,0,30,28,10,0,9,25,25,25
22,19,30,202,0,30,28,3,0,9,9,9,9
22,20,30,202,0,30,28,7,0,2,7,7,7
22,21,30,202,0,30,28,7,0,6,19,19,19
22,22,30,202,0,30,28,7,0,6,9,9,9
22,23,30,202,0,30,28,4,0,4,8,8,8
22,24,30,202,0,30,28,8,0,8,13,13,13
22,25,30,202,0,30,28,5,0,11,23,23,23
22,26,30,202,0,30,28,4,0,9,18,18,18
22,27,30,202,0,30,28,9,0,5,11,11,11
22,28,30,202,0,30,28,8,0,5,7,7,7
22,29,30,202,0,30,28,7,0,10,12,12,12
23,0,30,320,0,30,30,6,0,12,30,30,30
23,1,30,320,0,30,30,12,0,7,20,20,20
23,2,30,320,0,30,30,8,0,15,27,27,27
23,3,30,320,0,30,30,11,0,8,25,25,25
23,4,30,320,0,30,30,9,0,10,28,28,28
23,5,30,320,0,30,30,9,0,12,27,27,27
23,6,30,320,0,30,30,11,0,18,30,30,30
23,7,30,320,0,30,30,11,0,9,27,27,27
23,8,30,320,0,30,30,19,0,11,22,22,22
23,9,30,320,0,30,30,8,0,7,29,29,29
23,10,30,320,0,30,30,11,0,15,25,25,25
23,11,30,320,0,30,30,15,0,11,22,22,22
23,12,30,320,0,30,30,10,0,9,13,13,13
23,13,30,320,0,30,30,13,0,9,24,24,24
23,14,30,320,0,30,30,10,0,6,22,22,22
23,15,30,320,0,30,30,8,0,12,21,21,21
23,16,30,320,0,30,30,12,0,16,18,18,18
23,17,30,320,0,30,30,11,0,18,18,18,18
23,18,30,320,0,30,30,10,0,13,16,16,16
23,19,30,320,0,30,30,6,0,10,22,22,22
23,20,30,320,0,30,30,8,0,8,17,17,17
23,21,30,320,0,30,30,11,0,10,10,10,10
23,22,30,320,0,30,30,10,0,9,5,5,5
23,23,30,320,0,30,30,10,0,8,12,12,12
23,24,30,320,0,30,30,14,0,13,13,13,13
23,25,30,320,0,30,30,10,0,4,6,6,6
23,26,30,320,0,30,30,15,0,9,14,14,14
23,27,30,320,0,30,30,8,0,12,18,18,18
23,28,30,320,0,30,30,12,0,11,11,11,11
23,29,30,320,0,30,30,12,0,8,5,5,5
24,0,30,308,0,30,30,9,0,11,30,30,30
24,1,30,308,0,30,30,9,0,6,26,26,26
24,2,30,308,0,30,30,9,0,5,26,26,26
24,3,30,308,0,30,30,9,0,15,29,29,29
24,4,30,308,0,30,30,13,0,11,28,28,28
24,5,30,308,0,30,30,8,0,7,29,29,29
24,6,30,308,0,30,30,10,0,10,28,28,28
24,7,30,308,0,30,30,13,0,9,22,22,22
24,8,30,308,0,30,30,10,0,15,27,27,27
24,9,30,308,0,30,30,10,0,7,22,22,22
24,10,30,308,0,30,30,15,0,9,25,25,25
24,11,30,308,0,30,30,7,0,12,26,26,26
24,12,30,308,0,30,30,13,0,16,25,25,25
24,13,30,308,0,30,30,5,0,9,26,26,26
24,14,30,308,0,30,30,11,0,11,17,17,17
24,15,30,308,0,30,30,10,0,13,24,24,24
24,16,30,308,0,30,30,10,0,10,19,19,19
24,17,30,308,0,30,30,14,0,9,14,14,14
24,18,30,308,0,30,30,11,0,6,11,11,11
24,19,30,308,0,30,30,7,0,11,17,17,17
24,20,30,308,0,30,30,14,0,11,14,14,14
24,21,30,308,0,30,30,9,0,13,15,15,15
24,22,30,308,0,30,30,11,0,15,6,6,6
24,23,30,308,0,30,30,11,0,8,5,5,5
24,24,30,308,0,30,30,12,0,13,11,11,11
24,25,30,308,0,30,30,10,0,9,16,16,16
24,26,30,308,0,30,30,9,0,10,9,9,9
24,27,30,308,0,30,30,11,0,8,8,8,8
24,28,30,308,0,30,30,10,0,11,9,9,9
24,29,30,308,0,30,30,8,0,8,14,14,14
25,0,30,215,0,30,30,7,0,4,30,30,30
25,1,30,215,0,30,30,3,0,8,30,30,30
25,2,30,215,0,30,30,8,0,8,29,29,29
25,3,30,215,0,30,30,7,0,9,29,29,29
25,4,30,215,0,30,30,8,0,9,24,24,24
25,5,30,215,0,30,30,4,0,8,29,29,29
25,6,30,215,0,30,30,9,0,4,19,19,19
25,7,30,215,0,30,30,9,0,5,26,26,26
25,8,30,215,0,30,30,8,0,8,27,27,27
25,9,30,215,0,30,30,7,0,8,28,28,28
25,10,30,215,0,30,30,7,0,8,20,20,20
25,11,30,215,0,30,30,6,0,8,25,25,25
25,12,30,215,0,30,30,5,0,5,27,27,27
25,13,30,215,0,30,30,8,0,7,26,26,26
25,14,30,215,0,30,30,5,0,5,7,7,7
25,15,30,215,0,30,30,8,0,9,19,19,19
25,16,30,215,0,30,30,9,0,5,25,25,25
25,17,30,215,0,30,30,8,0,9,28,28,28
25,18,30,215,0,30,30,8,0,4,17,17,17
25,19,30,215,0,30,30,8,0,13,6,6,6
25,20,30,215,0,30,30,5,0,7,20,20,20
25,21,30,215,0,30,30,6,0,5,22,22,22
25,22,30,215,0,30,30,8,0,12,10,10,10
25,23,30,215,0,30,30,5,0,4,19,19,19
25,24,30,215,0,30,30,6,0,9,21,21,21
25,25,30,215,0,30,30,4,0,8,12,12,12
25,26,30,215,0,30,30,9,0,6,24,24,24
25,27,30,215,0,30,30,11,0,4,5,5,5
25,28,30,215,0,30,30,9,0,8,9,9,9
25,29,30,215,0,30,30,10,0,8,6,6,6
26,0,30,247,0,30,30,8,0,6,30,30,30
26,1,30,247,0,30,30,8,0,9,26,26,26
26,2,30,247,0,30,30,8,0,7,29,29,29
26,3,30,247,0,30,30,12,0,8,25,25,25
26,4,30,247,0,30,30,6,0,10,27,27,27
26,5,30,247,0,30,30,6,0,12,28,28,28
26,6,30,247,0,30,30,8,0,12,26,26,26
26,7,30,247,0,30,30,7,0,8,24,24,24
26,8,30,247,0,30,30,8,0,9,28,28,28
26,9,30,247,0,30,30,8,0,9,25,25,25
26,10,30,247,0,30,30,5,0,8,25,25,25
26,11,30,247,0,30,30,7,0,9,26,26,26
26,12,30,247,0,30,30,8,0,6,18,18,18
26,13,30,247,0,30,30,8,0,6,14,14,14
26,14,30,247,0,30,30,9,0,8,24,24,24
26,15,30,247,0,30,30,12,0,8,18,18,18
26,16,30,247,0,30,30,12,0,6,21,21,21
26,17,30,247,0,30,30,8,0,6,18,18,18
26,18,30,247,0,30,30,6,0,9,20,20,20
26,19,30,247,0,30,30,8,0,9,23,23,23
26,20,30,247,0,30,30,8,0,10,14,14,14
26,21,30,247,0,30,30,13,0,16,22,22,22
26,22,30,247,0,30,30,7,0,7,6,6,6
26,23,30,247,0,30,30,10,0,4,12,12,12
26,24,30,247,0,30,30,7,0,6,13,13,13
26,25,30,247,0,30,30,9,0,8,7,7,7
26,26,30,247,0,30,30,9,0,10,9,9,9
26,27,30,247,0,30,30,7,0,8,13,13,13
26,28,30,247,0,30,30,6,0,7,14,14,14
26,29,30,247,0,30,30,9,0,6,5,5,5
27,0,30,276,0,30,30,10,0,12,30,30,30
27,1,30,276,0,30,30,10,0,12,29,29,29
27,2,30,276,0,30,30,8,0,9,29,29,29
27,3,30,276,0,30,30,11,0,8,29,29,29
27,4,30,276,0,30,30,10,0,7,6,6,6
27,5,30,276,0,30,30,9,0,5,29,29,29
27,6,30,276,0,30,30,10,0,11,23,23,23
27,7,30,276,0,30,30,12,0,9,23,23,23
27,8,30,276,0,30,30,11,0,8,18,18,18
27,9,30,276,0,30,30,10,0,10,22,22,22
27,10,30,276,0,30,30,3,0,11,26,26,26
27,11,30,276,0,30,30,15,0,14,21,21,21
27,12,30,276,0,30,30,3,0,9,27,27,27
27,13,30,276,0,30,30,7,0,9,27,27,27
27,14,30,276,0,30,30,11,0,6,22,22,22
27,15,30,276,0,30,30,9,0,5,11,11,11
27,16,30,276,0,30,30,8,0,8,22,22,22
27,17,30,276,0,30,30,7,0,10,15,15,15
27,18,30,276,0,30,30,8,0,5,19,19,19
27,19,30,276,0,30,30,11,0,10,23,23,23
27,20,30,276,0,30,30,9,0,15,24,24,24
27,21,30,276,0,30,30,8,0,5,15,15,15
27,22,30,276,0,30,30,9,0,13,17,17,17
27,23,30,276,0,30,30,4,0,5,5,5,5
27,24,30,276,0,30,30,6,0,10,11,11,11
27,25,30,276,0,30,30,12,0,16,12,12,12
27,26,30,276,0,30,30,10,0,11,7,7,7
27,27,30,276,0,30,30,11,0,7,12,12,12
27,28,30,276,0,30,30,11,0,10,6,6,6
27,29,30,276,0,30,30,13,0,6,10,10,10
28,0,30,302,0,30,30,11,0,6,30,30,30
28,1,30,302,0,30,30,11,0,12,30,30,30
28,2,30,302,0,30,30,13,0,12,26,26,26
28,3,30,302,0,30,30,10,0,15,29,29,29
28,4,30,302,0,30,30,6,0,11,30,30,30
28,5,30,302,0,30,30,10,0,13,29,29,29
28,6,30,302,0,30,30,14,0,5,23,23,23
28,7,30,302,0,30,30,13,0,10,30,30,30
28,8,30,302,0,30,30,14,0,10,22,22,22
28,9,30,302,0,30,30,11,0,9,24,24,24
28,10,30,302,0,30,30,11,0,12,29,29,29
28,11,30,302,0,30,30,8,0,8,17,17,17
28,12,30,302,0,30,30,8,0,9,25,25,25
28,13,30,302,0,30,30,9,0,14,25,25,25
28,14,30,302,0,30,30,8,0,12,20,20,20
28,15,30,302,0,30,30,6,0,10,18,18,18
28,16,30,302,0,30,30,11,0,9,18,18,18
28,17,30,302,0,30,30,7,0,9,17,17,17
28,18,30,302,0,30,30,13,0,10,19,19,19
28,19,30,302,0,30,30,6,0,8,10,10,10
28,20,30,302,0,30,30,5,0,8,22,22,22
28,21,30,302,0,30,30,13,0,8,11,11,11
28,22,30,302,0,30,30,8,0,13,25,25,25
28,23,30,302,0,30,30,7,0,10,5,5,5
28,24,30,302,0,30,30,11,0,12,17,17,17
28,25,30,302,0,30,30,10,0,5,8,8,8
28,26,30,302,0,30,30,13,0,8,11,11,11
28,27,30,302,0,30,30,13,0,14,11,11,11
28,28,30,302,0,30,30,13,0,10,4,4,4
28,29,30,302,0,30,30,9,0,10,8,8,8
29,0,28,135,6,29,21,1,0,8,18,17,18
29,1,28,135,6,29,21,4,0,6,18,17,18
29,2,28,135,6,29,21,3,0,7,21,20,21
29,3,28,135,6,29,21,3,1,4,16,15,16
29,4,28,135,6,29,21,2,1,5,20,19,20
29,5,28,135,6,29,21,10,0,6,12,11,12
29,6,28,135,6,29,21,4,0,5,16,15,16
29,7,28,135,6,29,21,6,0,2,17,16,17
29,8,28,135,6,29,21,5,0,5,21,20,21
29,9,28,135,6,29,21,4,0,5,19,18,19
29,10,28,135,6,29,21,4,0,1,16,15,16
29,11,28,135,6,29,21,7,0,5,19,18,19
29,12,28,135,6,29,21,3,0,5,13,12,13
29,13,28,135,6,29,21,5,0,7,17,16,17
29,14,1,0,0,1,1,0,0,0,1,1,1
29,15,28,135,6,29,21,9,1,5,17,16,17
29,16,28,135,6,29,21,3,0,3,11,10,11
29,17,1,0,5,30,1,0,5,0,20,1,20
29,18,28,135,6,29,21,3,0,5,22,21,22
29,19,28,135,6,29,21,4,0,6,16,15,16
29,20,28,135,6,29,21,5,0,2,11,10,11
29,21,28,135,6,29,21,9,1,4,17,16,17
29,22,28,135,6,29,21,4,0,6,17,16,17
29,23,28,135,6,29,21,6,0,6,15,14,15
29,24,28,135,6,29,21,3,0,3,17,16,17
29,25,28,135,6,29,21,7,1,7,13,12,13
29,26,28,135,6,29,21,5,0,4,12,11,12
29,27,28,135,6,29,21,4,1,1,12,11,12
29,28,28,135,6,29,21,6,0,6,14,13,14
29,29,28,135,6,29,21,6,0,6,10,9,10
30,0,30,228,0,30,30,7,0,5,30,30,30
30,1,30,228,0,30,30,5,0,3,20,20,20
30,2,30,228,0,30,30,5,0,4,28,28,28
30,3,30,228,0,30,30,12,0,13,29,29,29
30,4,30,228,0,30,30,4,0,6,30,30,30
30,5,30,228,0,30,30,6,0,9,27,27,27
30,6,30,228,0,30,30,6,0,6,30,30,30
30,7,30,228,0,30,30,9,0,9,29,29,29
30,8,30,228,0,30,30,8,0,5,29,29,29
30,9,30,228,0,30,30,4,0,5,25,25,25
30,10,30,228,0,30,30,7,0,5,25,25,25
30,11,30,228,0,30,30,6,0,6,25,25,25
30,12,30,228,0,30,30,15,0,11,27,27,27
30,13,30,228,0,30,30,4,0,6,23,23,23
30,14,30,228,0,30,30,5,0,4,22,22,22
30,15,30,228,0,30,30,13,0,6,26,26,26
30,16,30,228,0,30,30,11,0,9,7,7,7
30,17,30,228,0,30,30,12,0,13,14,14,14
30,18,30,228,0,30,30,12,0,11,12,12,12
30,19,30,228,0,30,30,7,0,7,18,18,18
30,20,30,228,0,30,30,11,0,12,13,13,13
30,21,30,228,0,30,30,5,0,3,6,6,6
30,22,30,228,0,30,30,8,0,8,23,23,23
30,23,30,228,0,30,30,4,0,7,13,13,13
30,24,30,228,0,30,30,10,0,11,10,10,10
30,25,30,228,0,30,30,9,0,12,10,10,10
30,26,30,228,0,30,30,6,0,9,12,12,12
30,27,30,228,0,30,30,8,0,11,8,8,8
30,28,30,228,0,30,30,3,0,7,22,22,22
30,29,30,228,0,30,30,6,0,5,6,6,6
31,0,30,178,0,30,28,5,0,6,27,27,27
31,1,30,178,0,30,28,7,0,7,26,26,26
31,2,30,178,0,30,28,5,0,5,27,27,27
31,3,30,178,0,30,28,8,0,9,26,26,26
31,4,30,178,0,30,28,6,0,9,27,27,27
31,5,30,178,0,30,28,5,0,6,25,25,25
31,6,30,178,0,30,28,10,0,10,20,20,20
31,7,30,178,0,30,28,5,0,3,23,23,23
31,8,30,178,0,30,28,11,0,7,24,24,24
31,9,30,178,0,30,28,5,0,4,27,27,27
31,10,30,178,0,30,28,7,0,2,26,26,26
31,11,30,178,0,30,28,6,0,6,17,17,17
31,12,30,178,0,30,28,2,0,8,24,24,24
31,13,30,178,0,30,28,5,0,7,23,23,23
31,14,30,178,0,30,28,9,0,11,24,24,24
31,15,30,178,0,30,28,9,0,10,7,7,7
31,16,30,178,0,30,28,4,0,9,9,9,9
31,17,30,178,0,30,28,6,0,2,23,23,23
31,18,30,178,0,30,28,5,0,4,18,18,18
31,19,30,178,0,30,28,7,0,5,9,9,9
31,20,30,178,0,30,28,4,0,6,8,8,8
31,21,30,178,0,30,28,6,0,6,23,23,23
31,22,30,178,0,30,28,3,0,8,22,22,22
31,23,30,178,0,30,28,3,0,3,19,19,19
31,24,30,178,0,30,28,5,0,2,8,8,8
31,25,30,178,0,30,28,2,0,8,28,28,28
31,26,30,178,0,30,28,10,0,4,14,14,14
31,27,30,178,0,30,28,6,0,2,6,6,6
31,28,30,178,0,30,28,7,0,5,19,19,19
31,29,30,178,0,30,28,5,0,4,14,14,14
32,0,30,252,0,30,29,3,0,13,28,28,28
32,1,30,252,0,30,29,9,0,5,24,24,24
32,2,30,252,0,30,29,11,0,11,29,29,29
32,3,30,252,0,30,29,8,0,9,26,26,26
32,4,30,252,0,30,29,7,0,7,22,22,22
32,5,30,252,0,30,29,5,0,10,28,28,28
32,6,30,252,0,30,29,12,0,6,24,24,24
32,7,30,252,0,30,29,11,0,8,25,25,25
32,8,30,252,0,30,29,6,0,10,25,25,25
32,9,30,252,0,30,29,13,0,9,17,17,17
32,10,30,252,0,30,29,5,0,4,20,20,20
32,11,30,252,0,30,29,9,0,7,28,28,28
32,12,30,252,0,30,29,9,0,10,25,25,25
32,13,30,252,0,30,29,8,0,8,28,28,28
32,14,30,252,0,30,29,8,0,8,27,27,27
32,15,30,252,0,30,29,10,0,9,16,16,16
32,16,30,252,0,30,29,11,0,6,21,21,21
32,17,30,252,0,30,29,6,0,8,8,8,8
32,18,30,252,0,30,29,13,0,8,8,8,8
32,19,30,252,0,30,29,5,0,6,9,9,9
32,20,30,252,0,30,29,6,0,5,16,16,16
32,21,30,252,0,30,29,11,0,9,23,23,23
32,22,30,252,0,30,29,9,0,7,8,8,8
32,23,30,252,0,30,29,14,0,12,15,15,15
32,24,30,252,0,30,29,13,0,10,9,9,9
32,25,30,252,0,30,29,8,0,12,12,12,12
32,26,30,252,0,30,29,9,0,12,8,8,8
32,27,30,252,0,30,29,5,0,8,21,21,21
32,28,30,252,0,30,29,3,0,10,17,17,17
32,29,30,252,0,30,29,5,0,5,8,8,8
33,0,30,216,0,30,29,3,0,8,29,29,29
33,1,30,216,0,30,29,8,0,3,26,26,26
33,2,30,216,0,30,29,9,0,6,27,27,27
33,3,30,216,0,30,29,13,0,8,27,27,27
33,4,30,216,0,30,29,7,0,10,28,28,28
33,5,30,216,0,30,29,4,0,7,24,24,24
33,6,30,216,0,30,29,9,0,9,21,21,21
33,7,30,216,0,30,29,8,0,3,14,14,14
33,8,30,216,0,30,29,6,0,6,22,22,22
33,9,30,216,0,30,29,12,0,12,28,28,28
33,10,30,216,0,30,29,9,0,5,19,19,19
33,11,30,216,0,30,29,7,0,4,26,26,26
33,12,30,216,0,30,29,5,0,7,23,23,23
33,13,30,216,0,30,29,6,0,8,26,26,26
33,14,30,216,0,30,29,9,0,7,16,16,16
33,15,30,216,0,30,29,11,0,6,22,22,22
33,16,30,216,0,30,29,4,0,9,25,25,25
33,17,30,216,0,30,29,8,0,6,15,15,15
33,18,30,216,0,30,29,4,0,6,22,22,22
33,19,30,216,0,30,29,6,0,6,20,20,20
33,20,30,216,0,30,29,8,0,6,11,11,11
33,21,30,216,0,30,29,4,0,10,23,23,23
33,22,30,216,0,30,29,7,0,9,8,8,8
33,23,30,216,0,30,29,8,0,10,15,15,15
33,24,30,216,0,30,29,4,0,5,11,11,11
33,25,30,216,0,30,29,10,0,7,14,14,14
33,26,30,216,0,30,29,6,0,9,21,21,21
33,27,30,216,0,30,29,7,0,9,13,13,13
33,28,30,216,0,30,29,6,0,7,17,17,17
33,29,30,216,0,30,29,8,0,8,7,7,7
34,0,30,178,0,30,29,7,0,5,29,29,29
34,1,30,178,0,30,29,5,0,8,25,25,25
34,2,30,178,0,30,29,7,0,5,29,29,29
34,3,30,178,0,30,29,4,0,7,27,27,27
34,4,30,178,0,30,29,9,0,6,22,22,22
34,5,30,178,0,30,29,4,0,3,9,9,9
34,6,30,178,0,30,29,7,0,2,8,8,8
34,7,30,178,0,30,29,9,0,1,26,26,26
34,8,30,178,0,30,29,7,0,9,25,25,25
34,9,30,178,0,30,29,8,0,4,27,27,27
34,10,30,178,0,30,29,3,0,6,28,28,28
34,11,30,178,0,30,29,4,0,8,23,23,23
34,12,30,178,0,30,29,3,0,3,26,26,26
34,13,30,178,0,30,29,4,0,8,29,29,29
34,14,30,178,0,30,29,9,0,6,9,9,9
34,15,30,178,0,30,29,7,0,4,20,20,20
34,16,30,178,0,30,29,5,0,9,20,20,20
34,17,30,178,0,30,29,6,0,3,23,23,23
34,18,30,178,0,30,29,9,0,5,20,20,20
34,19,30,178,0,30,29,6,0,6,16,16,16
34,20,30,178,0,30,29,4,0,11,21,21,21
34,21,30,178,0,30,29,6,0,8,16,16,16
34,22,30,178,0,30,29,4,0,7,24,24,24
34,23,30,178,0,30,29,7,0,4,17,17,17
34,24,30,178,0,30,29,5,0,5,15,15,15
34,25,30,178,0,30,29,3,0,7,17,17,17
34,26,30,178,0,30,29,5,0,6,16,16,16
34,27,30,178,0,30,29,4,0,6,7,7,7
34,28,30,178,0,30,29,10,0,9,10,10,10
34,29,30,178,0,30,29,7,0,7,6,6,6
35,0,30,234,0,30,29,5,0,4,29,29,29
35,1,30,234,0,30,29,11,0,7,26,26,26
35,2,30,234,0,30,29,8,0,5,28,28,28
35,3,30,234,0,30,29,6,0,10,26,26,26
35,4,30,234,0,30,29,9,0,7,19,19,19
35,5,30,234,0,30,29,9,0,7,25,25,25
35,6,30,234,0,30,29,5,0,8,25,25,25
35,7,30,234,0,30,29,7,0,7,28,28,28
35,8,30,234,0,30,29,8,0,8,23,23,23
35,9,30,234,0,30,29,6,0,12,27,27,27
35,10,30,234,0,30,29,8,0,7,12,12,12
35,11,30,234,0,30,29,6,0,10,25,25,25
35,12,30,234,0,30,29,7,0,5,27,27,27
